Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-10-07 00:00:00-04:00,16.089490701541656,16.125245943676678,15.874964363442889,15.93753433227539,5771000,0.0,0.0
2020-10-08 00:00:00-04:00,16.03585855102402,16.366585995790274,16.00010331110136,16.339771270751953,5212600,0.0,0.0
2020-10-09 00:00:00-04:00,16.411280302302185,16.47385026824152,16.080551147460938,16.080551147460938,3355800,0.0,0.0
2020-10-12 00:00:00-04:00,16.035857830583456,16.250384145770415,15.892840287125484,16.089488983154297,3888500,0.0,0.0
2020-10-13 00:00:00-04:00,16.000101585272088,16.219098143917442,15.812391710636206,16.116304397583008,5596400,0.0,0.0
2020-10-14 00:00:00-04:00,16.178872134111003,17.00122369676459,16.15205571074396,16.76881980895996,4168400,0.0,0.0
2020-10-15 00:00:00-04:00,16.581109216923746,17.04144846779042,16.4827857353482,16.7598819732666,2374100,0.0,0.0
2020-10-16 00:00:00-04:00,16.795638927740036,17.220221283985307,16.67496756057752,17.0012264251709,2492500,0.0,0.0
2020-10-19 00:00:00-04:00,17.063800122540965,17.099553662363167,16.813518524169922,16.813518524169922,2184900,0.0,0.0
2020-10-20 00:00:00-04:00,16.938655853271484,17.162120961072407,16.800106872669662,16.938655853271484,2256400,0.0,0.0
2020-10-21 00:00:00-04:00,16.777761667342126,17.117427900567762,16.72859906801525,16.929718017578125,2492500,0.0,0.0
2020-10-22 00:00:00-04:00,16.9744097166669,17.157651040459033,16.6704970277087,17.03697967529297,1943700,0.0,0.0
2020-10-23 00:00:00-04:00,17.179998276252807,17.314078715800186,17.00212056785424,17.233631134033203,1713800,0.0,0.0
2020-10-26 00:00:00-04:00,17.10848742754379,17.162120278814406,16.7598824188018,17.06379508972168,1970700,0.0,0.0
2020-10-27 00:00:00-04:00,16.983351453489604,17.215755414810022,16.41574976611347,16.482789993286133,3817500,0.0,0.0
2020-10-28 00:00:00-04:00,16.20569316304769,16.286140759571747,15.468259134782405,15.508482933044434,4082000,0.0,0.0
2020-10-29 00:00:00-04:00,15.365468220522187,15.669381040606828,15.115186573127707,15.499547004699707,3114600,0.0,0.0
2020-10-30 00:00:00-04:00,15.472725743552388,15.781108726442309,15.401216967284409,15.526358604431152,3819500,0.0,0.0
2020-11-02 00:00:00-05:00,15.72300743818313,16.009042545533443,15.57105107429031,15.857086181640625,5941700,0.0,0.0
2020-11-03 00:00:00-05:00,16.1341823670915,16.697315472580147,16.116306451683634,16.438095092773438,4046000,0.0,0.0
2020-11-04 00:00:00-05:00,16.625806039772318,16.876085894637303,16.145802353271968,16.393402099609375,3310900,0.0,0.0
2020-11-05 00:00:00-05:00,16.563234407362067,16.96547057854403,16.38893019112273,16.52747917175293,2319500,0.0,0.0
2020-11-06 00:00:00-05:00,16.420215059471104,16.742003619862125,16.304012261491145,16.321889877319336,2266100,0.0,0.0
2020-11-09 00:00:00-05:00,16.992290915185276,17.56436117733734,16.661561729313696,16.902904510498047,4571800,0.0,0.0
2020-11-10 00:00:00-05:00,16.97441234243837,18.051514281570675,16.849272405828337,18.03810691833496,4548300,0.0,0.0
2020-11-11 00:00:00-05:00,18.06492210397629,18.163247316614104,17.34983429816621,17.555421829223633,3453400,0.0,0.0
2020-11-12 00:00:00-05:00,17.617989884650036,17.74760006815139,16.831393383734913,17.01016616821289,3940100,0.0,0.0
2020-11-13 00:00:00-05:00,17.135302940278486,17.738657993249635,17.135302940278486,17.6358642578125,2649500,0.0,0.0
2020-11-16 00:00:00-05:00,17.877209514163606,18.02022705388463,17.49284923682452,17.698436737060547,2962300,0.0,0.0
2020-11-17 00:00:00-05:00,17.51966881556661,17.698439919915984,17.081677308290427,17.2783260345459,2616500,0.0,0.0
2020-11-18 00:00:00-05:00,17.296200205089804,17.421340123653763,16.63474367068904,16.6436824798584,3483800,0.0,0.0
2020-11-19 00:00:00-05:00,16.59898785976063,16.742005391715537,16.250382838733472,16.563234329223633,2798300,0.0,0.0
2020-11-20 00:00:00-05:00,16.491724135913845,16.7062504152793,16.250381432288965,16.268259048461914,2012300,0.0,0.0
2020-11-23 00:00:00-05:00,16.39340197747163,16.68837587915314,16.375524357999144,16.598989486694336,1991300,0.0,0.0
2020-11-24 00:00:00-05:00,16.840332588130813,17.32301638968806,16.625806264671628,17.31407928466797,3340600,0.0,0.0
2020-11-25 00:00:00-05:00,17.314078677352512,17.49910675108281,17.19340730497,17.40346336364746,2248600,0.0,0.0
2020-11-27 00:00:00-05:00,17.439218158551515,17.56435808010461,17.39452411163715,17.510726928710938,1391500,0.0,0.0
2020-11-30 00:00:00-05:00,17.510722173007625,17.59116973070132,16.60792312936966,16.697309494018555,4669400,0.0,0.0
2020-12-01 00:00:00-05:00,16.759882868688802,17.090611974121778,16.706251720881966,16.786699295043945,2870500,0.0,0.0
2020-12-02 00:00:00-05:00,16.661560130503496,16.88502526832636,16.53642019889188,16.867149353027344,1826400,0.0,0.0
2020-12-03 00:00:00-05:00,16.84033141957146,16.93865661700629,16.630273663198338,16.777761459350586,2436000,0.0,0.0
